Feature	Gain	Cover	Frequency
ctarjeta_visa_debitos_automaticos_delta1	0.000718840161625549	0.00173624218307026	0.000885079832448254
ctransferencias_recibidas_delta1	0.000716960148164447	0.0021626435921818	0.00190160716476506
Visa_mpagado	0.000710736254411367	0.00244364500715915	0.00155108049844892
Master_mconsumospesos_lag1	0.000706833095418815	0.00200992106783087	0.00179644916487022
ctarjeta_visa_debitos_automaticos	0.000700788829622039	0.00149730429539109	0.0015072646651594
ccuenta_debitos_automaticos	0.000690756571806387	0.00208352226864412	0.00142839616523827
mextraccion_autoservicio	0.000683945254361465	0.00183279349105175	0.00164747533168586
ccomisiones_mantenimiento_lag1	0.000682218722620511	0.000867880803840067	0.00113044849886955
mprestamos_prendarios	0.000678713025168547	0.00535785955275635	0.000622184832711149
mextraccion_autoservicio_lag1	0.000677651601687231	0.00172311639567567	0.00215573899784426
mcuenta_debitos_automaticos_delta1	0.000668729450479259	0.00284629686160394	0.00153355416513311
Master_msaldototal_delta1	0.000657768235234453	0.00351636059952402	0.00132323816534343
cprestamos_personales_delta1	0.000645310706792415	0.00237179034012819	0.000359289832974044
Master_msaldototal_lag1	0.000640980574219216	0.00139608472741092	0.00201552833131781
thomebanking_lag1	0.000632946388584495	0.000546861361965679	0.00102529049897471
ccaja_ahorro_lag1	0.000616450710016624	0.00125449421358417	0.00107786949892213
mplazo_fijo_dolares	0.000590817293858553	0.00317272567790001	0.000508263666158403
matm_lag1	0.000581844875623176	0.00219377708434765	0.00158613316508053
Master_mpagominimo_delta1	0.000564601562525934	0.00271671704348214	0.00119179066547488
Visa_mpagado_delta1	0.000562584662311909	0.00177417051784231	0.00106034316560632
cpagomiscuentas_lag1	0.000522636172807202	0.00123665489849463	0.00133200133200133
ccajas_trx_delta1	0.000521723955719574	0.00186349313577201	0.000692290165974377
mplazo_fijo_dolares_delta1	0.00051601186977445	0.00383737712090188	0.000639711166026955
cpagomiscuentas	0.000502414040723398	0.00137880914500755	0.00132323816534343
mpagomiscuentas_delta1	0.000488596753838427	0.00130396934624335	0.00142839616523827
matm	0.000485196671115936	0.000970896938319455	0.00132323816534343
Visa_status_lag1	0.000465029515340986	0.000514831738495034	0.000113921166552746
ctarjeta_master	0.000463582280687683	0.000266649095893795	0.000219079166447587
cextraccion_autoservicio_lag1	0.000441553140384565	0.00278468652786128	0.00114797483218536
mttarjeta_master_debitos_automaticos_lag1	0.000432807772322998	0.0013555654510825	0.000814974499185026
Master_mconsumospesos_delta1	0.000424841519703351	0.00152679900472571	0.00108663266558003
Master_cconsumos	0.000418658593429009	0.00166820022426398	0.000955185165711482
matm_delta1	0.000418213280297384	0.00109656421334825	0.00105157999894842
cextraccion_autoservicio	0.00041712270506435	0.00152241034384254	0.00102529049897471
ccallcenter_trx_lag1	0.000417016219518627	0.00321219741823492	0.000885079832448254
Visa_msaldodolares_lag1	0.000408112110821221	0.00109205488984513	0.00116550116550117
Visa_mpagosdolares	0.000407189225632518	0.00104523079948678	0.00101652733231681
cprestamos_personales_lag1	0.000403405967799077	0.00203142998681494	0.000736105999263894
Master_msaldopesos_delta1	0.000396970545895237	0.00158641878951518	0.00101652733231681
Visa_mpagosdolares_lag1	0.000392170591260197	0.000854986196802666	0.00102529049897471
mcaja_ahorro_adicional_lag1	0.000382913534704064	0.00379183220802526	0.000744869165921798
thomebanking_delta1	0.000378998049420914	0.000915813991184654	0.000753632332579701
Visa_mfinanciacion_limite_delta1	0.00037817549503315	0.00057562571660137	0.00070105333263228
tmobile_app	0.000372403093313415	0.000215531107079272	0.000841263999158736
tcallcenter_lag1	0.000372326423212992	0.00123578858699655	0.000543316332790017
Master_cconsumos_lag1	0.000371334417733136	0.00094438382538017	0.000814974499185026
Visa_Fvencimiento_delta1	0.000368098840771142	0.000342599836168353	0.000683526999316473
Visa_mconsumototal_lag1	0.000362641129759173	0.000295213396516931	0.000692290165974377
ccajas_otras_delta1	0.000362061396034081	0.00107809453213847	0.00017526333315807
Master_cconsumos_delta1	0.000357261666143744	0.000670586814220288	0.000823737665842929
tpaquete7	0.000355021861041326	0.00105927984806186	0.000184026499815974
Master_Fvencimiento_delta1	0.000338892858576634	0.000262481547340289	0.000727342832605991
catm_trx_lag1	0.000334916914525817	0.00227959925661626	0.000779921832553412
mttarjeta_master_debitos_automaticos	0.000331653178298437	0.0026634026107088	0.000744869165921798
Visa_msaldodolares_delta1	0.00033138015498322	0.00185820803616335	0.000832500832500833
ctarjeta_master_trx	0.000320864017394702	0.00258496552876688	0.000885079832448254
Visa_mpagado_lag1	0.000317849422758076	0.000979626840444712	0.00070105333263228
Visa_mlimitecompra_delta1	0.000305649192011803	0.000549309276047074	0.000534553166132114
cseguro_accidentes_personales_lag1	0.000301544737052419	0.00045437769081418	0.00052578999947421
cextraccion_autoservicio_delta1	0.000295126994203411	0.000651150141237188	0.000718579665948087
matm_other_lag1	0.000275769766170166	0.0012541778008413	0.000604658499395342
Visa_msaldodolares	0.00027477556038338	0.000650853864549367	0.000578368999421631
cpagomiscuentas_delta1	0.000273003209403808	0.00175011008400508	0.000736105999263894
ccajas_extracciones	0.000271589293375849	0.00249472341556012	0.000692290165974377
catm_trx	0.000265425937855505	0.00218007127097045	0.000736105999263894
mplazo_fijo_dolares_lag1	0.000263818670178522	0.00305478019570616	0.000560842666105824
mtarjeta_master_consumo_delta1	0.000246229917542355	0.00199546322659626	0.000595895332737438
mforex_sell	0.000243204568896551	0.000845468144889186	0.00052578999947421
Visa_fechaalta_delta1	0.000238245062327399	0.000286288820241156	0.000569605832763727
mcaja_ahorro_adicional	0.000236965258318363	0.00213289449222807	0.000376816166289851
ccuenta_debitos_automaticos_delta1	0.000231305901559056	0.0025910967269634	0.000464447832868886
Visa_mconsumototal	0.000230969128891181	0.000221452413801229	0.00052578999947421
matm_other_delta1	0.000226606326673991	0.00102711649659205	0.000595895332737438
minversion1_pesos	0.000214606629249051	0.00269136959293563	0.000219079166447587
Master_mlimitecompra_delta1	0.000214537237883491	0.000630939152396812	0.000429395166237272
tmobile_app_lag1	0.000212729997458423	0.000133335499808899	0.000420631999579368
Visa_status_delta1	0.000204706145132026	0.000553869323963667	0.000394342499605658
mforex_sell_delta1	0.000198359695749644	0.00103684328715251	0.000403105666263561
cseguro_accidentes_personales	0.000188057041945943	0.000316227445048886	0.00035052666631614
mforex_sell_lag1	0.000187286838896536	0.000346735182404816	0.000481974166184693
Master_delinquency	0.000186977163095115	0.000114022102521587	0.000105157999894842
Visa_delinquency_lag1	0.000183347416573944	0.000293652852250732	0.000140210666526456
Visa_mconsumototal_delta1	0.000180080681961588	0.00023105139421076	0.000368052999631947
cseguro_vida_lag1	0.000178366009879826	0.00197110943656774	0.000438158332895175
minversion2	0.000176114421020913	0.00354392755058092	0.000341763499658237
Master_fechaalta_delta1	0.00017214347443735	0.000108759521478309	0.000438158332895175
mttarjeta_master_debitos_automaticos_delta1	0.000167146749352726	0.00149575135978691	0.000420631999579368
catm_trx_delta1	0.000165157193610249	0.000609388039923356	0.000420631999579368
ctarjeta_master_trx_lag1	0.000164290457437219	0.00052236154711048	0.000420631999579368
ctarjeta_debito_delta1	0.000161049009899892	0.00279982192429171	0.000306710833026623
ccajas_otras	0.000160007390698537	0.00127623869367023	0.000166500166500167
matm_other	0.000155859635529833	0.000848178826803436	0.000411868832921465
ccajas_trx_lag1	0.000155664443571628	0.00116352881635431	0.00107786949892213
Master_Finiciomora	0.000154007488656887	0.000593159686092803	0.000157736999842263
ccajas_trx	0.000152989379059478	0.000209032387450545	0.000376816166289851
cprestamos_hipotecarios	0.000148094027775763	0.00105081501942462	7.88684999211315e-05
ctarjeta_visa_delta1	0.000145655202689267	0.00256995848047359	0.000315473999684526
mcheques_emitidos_delta1	0.000143911862318471	0.00255627948955139	0.000306710833026623
Master_delinquency_lag1	0.000143836347047299	0.000733073834909245	0.00014897383318436
minversion2_lag1	0.000142003236612249	0.00288162756841967	0.000297947666368719
tpaquete9	0.000141908931615873	0.00037112294241933	0.000184026499815974
Master_msaldodolares_lag1	0.00013930102598864	0.000879805806028299	0.000271658166395009
Visa_delinquency	0.000135773860646605	0.000131390449117494	0.000140210666526456
mprestamos_hipotecarios_lag1	0.000132798294820116	0.00235128576453101	0.000201552833131781
Master_mconsumosdolares	0.000132529882858566	0.000201273243002036	0.000315473999684526
catm_trx_other	0.000132134891035292	0.00100550682047757	0.00032423716634243
Master_mconsumosdolares_delta1	0.000129559589787207	0.000331635523629345	0.00032423716634243
ctarjeta_master_trx_delta1	0.000128774233006601	0.00144496177312208	0.000411868832921465
cseguro_vivienda_lag1	0.000124744921793805	0.000405936567638255	0.000227842333105491
tcallcenter_delta1	0.00012393353796093	0.000318298999353301	0.000219079166447587
active_quarter_lag1	0.000118409049877952	0.000102594583861309	0.000236605499763395
ccheques_depositados_delta1	0.000117063638312684	0.00281622942752805	0.000271658166395009
Master_msaldodolares	0.000116844992794144	0.0023071882651075	0.000271658166395009
cforex_buy_delta1	0.000114675579516437	0.00161923187460856	0.00014897383318436
cpayroll_trx_delta1	0.000114206077127348	0.000261541839153005	0.00032423716634243
cseguro_vida	0.000113887340536143	0.000381746940256997	0.000157736999842263
cseguro_vivienda	0.000111550781859794	0.000245621443996408	0.00017526333315807
cliente_edad_delta1	0.000110990772274572	0.000304858797450313	0.000227842333105491
Visa_mpagosdolares_delta1	0.000106293598395832	0.000459305644438839	0.000490737332842596
internet_delta1	0.0001057937499407	0.000227032329849438	0.000271658166395009
Master_mconsumosdolares_lag1	0.000104956999686467	0.000331312885617549	0.000227842333105491
Master_mpagado_lag1	0.000104665908283943	0.000392611033651798	0.000192789666473877
active_quarter	0.000104631560127883	4.73563124240215e-05	0.000157736999842263
mcheques_depositados_delta1	0.000103525698616251	0.00222855574046334	0.000289184499710816
mprestamos_hipotecarios	9.81053456326575e-05	0.00070054334628308	5.2578999947421e-05
catm_trx_other_lag1	9.77885049346662e-05	0.000870247405149551	0.000219079166447587
ctarjeta_master_debitos_automaticos_lag1	9.62219361683307e-05	0.000273357860707428	0.000184026499815974
minversion1_pesos_lag1	9.569665670949e-05	0.00151132744377323	0.000201552833131781
mcheques_depositados	9.31439976572846e-05	0.00134194310242202	0.000289184499710816
tpaquete9_lag1	9.22460169632579e-05	0.000432504862590991	0.000166500166500167
tmobile_app_delta1	9.17748155982935e-05	0.000491354404847297	0.000254131833079202
ccajas_consultas	9.02445919063903e-05	0.000594877399185616	0.000192789666473877
mcaja_ahorro_adicional_delta1	8.93378710589556e-05	0.00156694845396677	0.000219079166447587
cforex	8.23939864089962e-05	0.000242797093282861	0.000192789666473877
cforex_lag1	7.95867475495152e-05	0.000561836745928127	0.00017526333315807
mprestamos_hipotecarios_delta1	7.83561567685896e-05	1.78759750065573e-05	0.000105157999894842
minversion1_pesos_delta1	7.74967056179217e-05	0.000292229571321613	0.000140210666526456
catm_trx_other_delta1	7.53912933392432e-05	0.000207554923625211	0.000245368666421298
ccajas_extracciones_lag1	7.26587171026497e-05	0.000634853386303611	0.000289184499710816
Master_status_delta1	6.68025234385021e-05	0.000264112490943984	0.000201552833131781
Master_mpagado	6.01743401264606e-05	0.000691012690121402	0.00017526333315807
ccajas_depositos_lag1	5.98731580608703e-05	0.000283125307653847	9.63948332369385e-05
Master_mpagado_delta1	5.93438526751098e-05	0.000486850999192423	0.000131447499868553
ctarjeta_master_debitos_automaticos	5.82226039132792e-05	0.000382532553824546	0.000131447499868553
mtarjeta_visa_descuentos_delta1	5.58752240696579e-05	0.000820884250475887	0.000157736999842263
Master_mpagosdolares	5.37369583211591e-05	8.31518393196249e-05	0.000166500166500167
cplazo_fijo_lag1	5.27629944616806e-05	0.000327300123380326	9.63948332369385e-05
ccajas_extracciones_delta1	5.27383301482498e-05	0.000300768949475636	0.000157736999842263
ccheques_depositados_lag1	5.25466896578598e-05	0.000436114058320368	6.13421666053245e-05
Visa_cadelantosefectivo_lag1	5.2026279468783e-05	7.08089755615665e-06	3.5052666631614e-05
mtarjeta_visa_descuentos_lag1	5.16987012663113e-05	0.000142172999174869	0.000105157999894842
mforex_buy_delta1	4.99891585191741e-05	0.00103671493901537	8.7631666579035e-05
ccajas_depositos	4.9746472414607e-05	0.000430496483237909	7.88684999211315e-05
tpaquete7_lag1	4.91343041115635e-05	0.00121767482208801	0.00032423716634243
Master_mconsumototal_lag1	4.72249207710161e-05	0.000219950663741562	0.000166500166500167
cforex_sell_lag1	4.55747936374284e-05	0.00111668059347197	0.000131447499868553
cforex_delta1	4.41323728448906e-05	0.000216086846827555	9.63948332369385e-05
mcheques_emitidos_rechazados_lag1	4.41193383536328e-05	0.000203859650103263	5.2578999947421e-05
Master_mpagosdolares_lag1	3.90235300030959e-05	6.58087780752852e-05	0.000140210666526456
ccajas_consultas_lag1	3.72159564234662e-05	0.000222893294564721	0.000113921166552746
Master_mconsumototal	3.70984245593911e-05	6.30447586717097e-05	0.000122684333210649
mprestamos_prendarios_delta1	3.52497628887313e-05	0.00169713904013997	0.00014897383318436
cforex_buy	3.44396574231644e-05	0.000181547133441417	1.7526333315807e-05
active_quarter_delta1	3.27218389117066e-05	0.000104443642442963	7.0105333263228e-05
ctarjeta_visa_lag1	3.15411384688993e-05	0.00134747605996017	0.00014897383318436
cforex_sell	3.1416430191689e-05	0.000167326390412228	7.88684999211315e-05
Master_mconsumototal_delta1	3.10564822415172e-05	4.27676743834679e-05	0.000105157999894842
cinversion2	2.91562124506901e-05	0.000997698488719023	9.63948332369385e-05
Master_msaldodolares_delta1	2.83192377054071e-05	0.000598905839877914	0.000105157999894842
cseguro_auto_lag1	2.80754279976857e-05	0.000144493717946706	4.38158332895175e-05
