Feature	Gain	Cover	Frequency
suma_ctrx_quarter_ctarjeta_master	0.0516077092873849	0.000865967563542983	0.000296354835523066
suma_ctarjeta_visa_trx_cpayroll_trx	0.0402455616488183	0.00328890391323062	0.00325990319075373
mpasivos_margen	0.0373010055474326	0.0108129625291622	0.0171885804603378
suma_cproductos_ctrx_quarter	0.0284501235429377	0.00245093255154948	0.00187691395831275
mcuentas_saldo	0.0249030642427234	0.0220616767140574	0.0215351180480095
max_cpayroll_trx_ctarjeta_visa_trx	0.0248451935898521	0.00115316176896412	0.000889064506569199
mactivos_margen	0.0222250374572517	0.0173140436989262	0.0146201718858046
mul_ctrx_quarter_cproductos	0.0201563191218172	0.00479560453678352	0.00464289242319471
mul_cproductos_ctrx_quarter	0.0196534927529025	0.00475064890647277	0.00493924725871777
suma_ctrx_quarter_cproductos	0.0191088643964739	0.00146696327891873	0.0017781290131384
mprestamos_personales	0.0182012490938202	0.0160864618348995	0.00424775264249728
cliente_edad	0.016500042386625	0.0220129065764413	0.022522967499753
mcuenta_corriente	0.0153790036351949	0.00728423076975542	0.010273634298133
mpayroll_sobre_edad	0.0143004698593763	0.010225186140144	0.00454410747802035
mrentabilidad_annual	0.0138148408688039	0.0144995226285477	0.0148177417761533
mcaja_ahorro	0.0130071590062402	0.0118258159058754	0.0145213869406302
div_ctrx_quarter_ctarjeta_visa	0.0117721751972058	0.00198054278851645	0.00256840857453324
chomebanking_trx	0.0112668818933644	0.0102487180291646	0.0117554084757483
mul_ccomisiones_otras_ctrx_quarter	0.0109084178181261	0.00359121229779298	0.00691494616220488
mrentabilidad	0.0103584652651771	0.00956543014708299	0.0107675590240047
div_ctrx_quarter_cpayroll_trx	0.00987218487301885	0.00676787842584857	0.00207448384866146
Master_Fvencimiento	0.00969042315348904	0.0140439295824094	0.014718956830979
Visa_fechaalta	0.00967622120290285	0.00475031656318348	0.00879186012051763
Master_fechaalta	0.00907061954818083	0.0138321673829615	0.0122493332016201
mv_Fvencimiento	0.00894309340471123	0.00800761314149851	0.0125456880371431
mvr_msaldototal	0.00878849333422472	0.00318269295039119	0.00464289242319471
mcomisiones_otras	0.00800804751145421	0.00920501129037118	0.0116566235305739
numero_de_cliente	0.00799057297926829	0.00677468402275758	0.00948335473673812
cliente_antiguedad	0.00694911603062069	0.00709030598028187	0.00968092462708683
Visa_mfinanciacion_limite	0.00679040006558663	0.0105909125687892	0.0103724192433073
mvr_msaldopesos2	0.00633149537450172	0.00556728581312064	0.0104712041884817
mcomisiones	0.00619793998942275	0.00824012943531031	0.00869307517534328
div_cpayroll_trx_ctrx_quarter	0.00602260680268819	0.00114885618724618	0.00158055912278969
mul_ctarjeta_visa_ctrx_quarter	0.00598759845438944	0.00146376881506348	0.0017781290131384
mv_fechaalta	0.00576961178820706	0.00687276497587845	0.0073100859429023
thomebanking	0.00572603676832654	0.00298661040971107	0.00246962362935889
Visa_mpagospesos	0.00564283424494332	0.00510263517226233	0.0081991504494715
mcaja_ahorro_dolares	0.0056238709784136	0.0110887479351003	0.00750765583325101
suma_ctrx_quarter_cpayroll_trx	0.00553821328157884	0.000801825308710333	0.000493924725871777
Visa_Fvencimiento	0.0053574515950449	0.0043783301758654	0.0090882149560407
mv_msaldopesos	0.00533092940556261	0.00371066738872793	0.00385261286179986
div_ctarjeta_visa_cpayroll_trx	0.00527615244311492	0.000410052094810596	0.000691494616220488
mvr_msaldopesos	0.00524411707448374	0.00889372963699804	0.00849550528499457
div_ctrx_quarter_ccomisiones_otras	0.0052421911924355	0.00472506839389277	0.00800158055912279
Visa_mconsumospesos	0.00520043767590065	0.00523685721800641	0.0081991504494715
ccomisiones_mantenimiento	0.00510947041147084	0.0141839006710234	0.00325990319075373
mtransferencias_recibidas	0.00495777090088552	0.00290646607351657	0.00533438703941519
mtransferencias_emitidas	0.00494931692051144	0.0069914462525876	0.00582831176528697
mvr_mpagominimo	0.00493745436661889	0.00688737815991193	0.00681616121703053
div_cproductos_ccomisiones_otras	0.0046907825085894	0.00846002164447676	0.00760644077842537
div_ctrx_quarter_ctarjeta_visa_trx	0.00461907986110548	0.0041762852973685	0.00632223649115875
Master_mfinanciacion_limite	0.00460207515784743	0.00439538385091874	0.00701373110737924
mpayroll	0.00458796303136651	0.00557266779026807	0.00375382791662551
mul_ctarjeta_visa_trx_ctrx_quarter	0.00449828089438694	0.00503523396905562	0.00770522572359972
mul_ctarjeta_master_ctrx_quarter	0.00449372442463118	0.0021267242323273	0.00286476341005631
ccallcenter_trx	0.004490273610877	0.00476396743978231	0.00207448384866146
div_cproductos_ctarjeta_visa_trx	0.00448014081459023	0.00740148842670299	0.00602588165563568
mul_ctrx_quarter_ctarjeta_visa_trx	0.00441691469580545	0.00309595631223454	0.00454410747802035
cprestamos_personales	0.00438826702479877	0.00467949272013186	0.00197569890348711
mul_cpayroll_trx_ctarjeta_visa_trx	0.00420343887508663	0.0064249051116506	0.00167934406796404
div_ctarjeta_visa_trx_cmobile_app_trx	0.0040601734076116	0.00291263178558501	0.00592709671046133
mvr_mpagospesos	0.0039483901996519	0.00397247453512552	0.00563074187493826
ctransferencias_recibidas	0.00394805978212668	0.00862658019623383	0.0055319569297639
Visa_msaldopesos	0.00394631033847993	0.00775906004389164	0.00711251605255359
mcomisiones_mantenimiento	0.00392159469832038	0.00910082414935309	0.004445322532846
min_cproductos_ctrx_quarter	0.00386091622947685	0.000159524778858403	0.000493924725871777
mvr_Visa_mlimitecompra	0.00382802684285455	0.00763997697902678	0.00651980638150746
Visa_mlimitecompra	0.00370187168210172	0.00626323250228083	0.00622345154598439
div_cmobile_app_trx_ctrx_quarter	0.0036695409444488	0.00214828686335024	0.00523560209424084
Master_mlimitecompra	0.00366219520927987	0.00371375768528355	0.00681616121703053
