Feature	Gain	Cover	Frequency
tpaquete9	0.000624576756570729	0.00338106991018024	0.000820176337912651
tmobile_app	0.000620217121609438	0.0060599085981617	0.000922698380151733
mtarjeta_visa_descuentos	0.00061761577250301	0.00428712438833838	0.00184539676030347
mcheques_emitidos	0.000606075608484996	0.00240454492084624	0.000307566126717244
tpaquete7	0.000575752146799004	0.00374059169702887	0.000512610211195407
Master_mpagado	0.000511479543204582	0.00676581531342081	0.00143530859134714
Visa_delinquency	0.000506080948706686	0.000707577852900548	0.000615132253434488
cplazo_fijo	0.000447735508267035	0.00106588288998607	0.000410088168956326
ctarjeta_master_debitos_automaticos	0.000311765538957451	0.00262969916331641	0.000820176337912651
ccajas_extracciones	0.000291818023415401	0.00303090346487115	0.000615132253434488
Visa_madelantopesos	0.000291324669865225	0.000300325143809725	0.00071765429567357
Master_mconsumosdolares	0.000286080445932382	0.000382539057263495	0.00071765429567357
catm_trx_other	0.000280103464658548	0.000780481863602614	0.000820176337912651
internet	0.000249179077676725	0.00184623348597939	0.000410088168956326
tpaquete1	0.000204196757146733	0.00476160630840626	0.000615132253434488
ccajeros_propios_descuentos	0.00016721427424217	0.00378792376768897	0.000512610211195407
Master_mpagosdolares	0.000155719578982346	0.000566848878225382	0.00102522042239081
mcheques_depositados	0.00014088124115551	0.00306769878550804	0.000410088168956326
minversion2	0.000140160969771918	0.00318956056572381	0.000410088168956326
ctarjeta_visa_descuentos	0.000134428419573637	0.00113378358527223	0.000615132253434488
Visa_madelantodolares	0.000127312630724951	0.000441872016665897	0.000307566126717244
Visa_cadelantosefectivo	0.000125187324422732	3.78909002991003e-05	0.000102522042239081
mttarjeta_master_debitos_automaticos	0.000105830549691939	0.00225585910954597	0.000410088168956326
ctarjeta_visa	0.000102491611113923	0.000343385968413459	0.000512610211195407
cseguro_vivienda	9.21232070629111e-05	0.000423287552441915	0.000307566126717244
cseguro_auto	9.04582654102871e-05	0.00234741826703087	0.000307566126717244
cseguro_vida	8.57819075904886e-05	0.000252669952880583	0.000205044084478163
Master_msaldodolares	8.44013282722519e-05	4.55246166551616e-05	0.000205044084478163
minversion1_pesos	7.91365199649899e-05	0.000773726630478004	0.000102522042239081
ccajas_depositos	4.10229693604415e-05	0.000671438870310147	0.000102522042239081
Master_madelantopesos	3.6447402360771e-05	7.86292979691124e-05	0.000307566126717244
Master_cadelantosefectivo	9.81756328100191e-06	2.28254177551276e-05	0.000102522042239081
mcajeros_propios_descuentos	5.96204067317366e-06	0.000524833145741822	0.000307566126717244
mforex_sell	4.78561608666838e-06	0.00012750628741556	0.000205044084478163
cforex	1.5377736072567e-06	0.000188232702978196	0.000410088168956326
cforex_sell	2.13984496963236e-13	3.0100672562723e-05	0.000102522042239081
